catalog_id,niche_id,niche_name,template_name,slug,page_type,conversion_objective,target_audience,primary_cta,section_sequence,required_controlled_nodes,required_future_nodes,required_editable_fields,visual_direction,thumbnail_strategy,structural_distinction_rationale,catalog_status
"TPL-131","6","Estética Avançada e Spas","Estética Casos & Prova Social","tpl-estetica-prova-social-intensa","Landing Page Direta","Conversão Baseada em Depoimentos e Prova de Confiança","Clientes indecisos que necessitam de validação de terceiros","Ver Resultados e Agendar","hero -> testimonials -> benefits -> faq -> contact -> footer","HeroBlock;TestimonialsBlock;BenefitsBlock;FaqBlock;ContactBlock;FooterBlock","NONE","headline,subheadline,testimonials_list,benefits_items,faq_items,contact_info,copyright_text","Estilo visual focado em cartões de avaliações com estrelas e avatares","Secção Hero integrada com avaliações 5 estrelas em destaque","Utiliza o gatilho da prova social em posição de destaque máximo para quebrar desconfiança.","pilot_eligible"
"TPL-132","6","Estética Avançada e Spas","Estética Diagnóstico Gratuito","tpl-estetica-diagnostico-inicial-gratuito","Landing Page Direta","Captação de Leads via Oferta de Diagnóstico sem Custo","Clientes em fase de descoberta que procuram avaliação inicial","Solicitar Diagnóstico sem Custo","hero -> process -> benefits -> form -> footer","HeroBlock;ProcessBlock;BenefitsBlock;FormBlock;FooterBlock","NONE","headline,subheadline,process_steps,benefits_items,form_fields,copyright_text","Cores de alta energia e badges explicativos do diagnóstico","Hero com badge de Diagnóstico Gratuito e formulário em destaque","Reduz a barreira de entrada oferecendo uma avaliação sem compromisso financeiro.","pilot_eligible"
"TPL-133","6","Estética Avançada e Spas","Estética Plantão & Atendimento Rápido","tpl-estetica-atendimento-urgencia-24h","Landing Page Direta","Conversão Urgente para Casos Imediatos","Público com necessidade urgente ou atendimento emergencial","Falar com Atendimento Rápido","hero -> contact -> services -> faq -> footer","HeroBlock;ContactBlock;ServicesBlock;FaqBlock;FooterBlock","NONE","headline,subheadline,phone,email,address,services_cards,faq_items,copyright_text","Layout de alta visibilidade com botão telefónico/WhatsApp de destaque imediato","Hero com botões de contacto direto e mapa de localização rápida","Focado em resolução imediata com telefone e mapa acessíveis sem rolagem.","pilot_eligible"
"TPL-134","6","Estética Avançada e Spas","Estética Guia de Esclarecimento & FAQ","tpl-estetica-duvidas-e-faq-interativo","Landing Educacional","Captação via Esclarecimento de Dúvidas Técnicas","Clientes que pesquisam objeções antes de contratar","Tirar Minha Dúvida com Especialista","hero -> faq -> benefits -> form -> footer","HeroBlock;FaqBlock;BenefitsBlock;FormBlock;FooterBlock","NONE","headline,subheadline,faq_items,benefits_items,form_fields,copyright_text","Accordion limpo com boa legibilidade e tipografia contrastante","Secção de perguntas frequentes em destaque com busca visual","Resolve objeções complexas antecipadamente para converter tráfego qualificado.","pilot_eligible"
"TPL-135","6","Estética Avançada e Spas","Estética Equipa & Corpo Clínico/Técnico","tpl-estetica-equipa-e-corpo-tecnico","Website Institucional","Apresentação de Credenciais e Especialistas","Clientes que escolhem profissionais por currículo e autoridade","Marcar com Nossos Especialistas","hero -> team -> about -> services -> contact -> footer","HeroBlock;TeamBlock;AboutBlock;ServicesBlock;ContactBlock;FooterBlock","NONE","headline,subheadline,team_members,story_text,services_cards,contact_info,copyright_text","Grelha elegante de perfis profissionais com bios detalhadas","Cartões de equipa com fotos profissionais e bios curtas","Foco no fator humano e nas credenciais individuais da equipa para passar segurança.","pilot_eligible"
"TPL-136","6","Estética Avançada e Spas","Estética Unidades & Mapa Local","tpl-estetica-localizacao-e-unidades","Landing Local","Atração de Clientes Locais por Proximidade Geográfica","Moradores/empresas da região geográfica de atendimento","Ver Rota e Agendar Visita","hero -> contact -> services -> testimonials -> footer","HeroBlock;ContactBlock;ServicesBlock;TestimonialsBlock;FooterBlock","NONE","headline,subheadline,google_maps_url,address,phone,services_cards,testimonials_list,copyright_text","Destaque visual para o mapa interativo e informações de endereço","Secção de contacto com mapa integrado e horários de funcionamento","Foco total em busca local e facilidade de localização geográfica.","pilot_eligible"
"TPL-137","6","Estética Avançada e Spas","Estética Apresentação de Pacotes","tpl-estetica-pacotes-e-condicoes","Landing de Vendas","Conversão para Pacotes Estruturados de Serviços","Clientes interessados em combos e condições especiais","Escolher Meu Pacote","hero -> services -> benefits -> form -> faq -> footer","HeroBlock;ServicesBlock;BenefitsBlock;FormBlock;FaqBlock;FooterBlock","NONE","headline,subheadline,services_cards,benefits_items,form_fields,faq_items,copyright_text","Grelha de pacotes com marcadores visuais do mais popular","Grelha de serviços formatada como cartões de pacotes","Facilita a decisão de compra agrupando serviços em ofertas claras.","pilot_eligible"
"TPL-138","6","Estética Avançada e Spas","Estética Nossa História & Propósito","tpl-estetica-historia-e-proposito","Website Institucional","Conexão Emocional e Alinhamento de Valores","Clientes que valorizam a missão e reputação da empresa","Fazer Parte da Nossa História","hero -> about -> process -> team -> contact -> footer","HeroBlock;AboutBlock;ProcessBlock;TeamBlock;ContactBlock;FooterBlock","NONE","headline,subheadline,story_text,stat_number,stat_label,process_steps,team_members,contact_info,copyright_text","Narrativa em linha do tempo com fotografias institucionais","Secção About com bloco de estatísticas e imagens de bastidores","Constrói lealdade de longo prazo mostrando a trajetória e propósito do negócio.","pilot_eligible"
"TPL-139","6","Estética Avançada e Spas","Estética Jornada do Cliente","tpl-estetica-solucao-passo-a-passo","Landing Educacional","Desmistificar o Processo de Prestação do Serviço","Clientes receosos quanto à complexidade do serviço","Iniciar Minha Jornada","hero -> process -> services -> testimonials -> form -> footer","HeroBlock;ProcessBlock;ServicesBlock;TestimonialsBlock;FormBlock;FooterBlock","NONE","headline,subheadline,process_steps,services_cards,testimonials_list,form_fields,copyright_text","Fluxo numérico progressivo (Passo 1, 2, 3) bem marcado","Infográfico do processo de 4 passos com conectores visuais","Reduz a ansiedade do cliente mostrando exatamente o que acontece em cada fase.","pilot_eligible"
"TPL-140","6","Estética Avançada e Spas","Estética Oferta de Boas-Vindas","tpl-estetica-primeira-visita-especial","Landing Page Direta","Captação de Novos Clientes com Condição Especial","Público que nunca utilizou os serviços da empresa","Garantir Oferta de Boas-Vindas","hero -> benefits -> form -> testimonials -> footer","HeroBlock;BenefitsBlock;FormBlock;TestimonialsBlock;FooterBlock","NONE","headline,subheadline,badge_text,benefits_items,form_fields,testimonials_list,copyright_text","Badge destacado de oferta exclusiva no Hero","Hero com selo de Boas-Vindas e formulário de inscrição direta","Incentiva a experiência inicial através de um incentivo exclusivo para novos clientes.","pilot_eligible"
"TPL-141","6","Estética Avançada e Spas","Estética Sales Page VSL Longa","tpl-estetica-vsl-video-sales-page","Sales Page Longa","Conversão via Vídeo de Vendas (VSL) e Pitch Estruturado","Leads de tráfego frio preparados por apresentação em vídeo","Garantir Vaga no Programa","hero_vsl -> benefits -> testimonials -> faq -> footer","BenefitsBlock;TestimonialsBlock;FaqBlock;FooterBlock","HeroVslBlock","headline,video_url,cta_primary_text,benefits_items,testimonials_list,faq_items,copyright_text","Container de vídeo centralizado com foco total na apresentação VSL","Player de vídeo VSL em topo escuro e botão CTA revelado abaixo","Focado em conversão audiovisual para infoprodutos e mentorias de alto valor.","blocked_by_node_registry"
"TPL-142","6","Estética Avançada e Spas","Estética Planos & Tabela de Pricing","tpl-estetica-tabela-de-precos-saas","Produto / Demo / Trial","Seleção de Planos Mensais/Anuais e Free Trial","Decisores de compra avaliando pacotes e limites de software","Assinar Plano Selecionado","hero -> pricing_table -> benefits -> faq -> footer","HeroBlock;BenefitsBlock;FaqBlock;FooterBlock","PricingTableBlock","headline,subheadline,pricing_plans,features_comparison,faq_items,copyright_text","Cartões de preços comparativos com alternador Mensal/Anual","Grelha de 3 planos de preços com destaque para o plano recomendado","Transparência total de preços e funcionalidades para SaaS e assinaturas.","blocked_by_node_registry"
"TPL-143","6","Estética Avançada e Spas","Estética Mostra de Portfólio & Projetos","tpl-estetica-galeria-portfolio-projetos","Website/Portfólio","Exibição Visual de Projetos Concluídos","Clientes de alto padrão avaliando qualidade estética e acabamento","Solicitar Projeto Semelhante","hero -> gallery_grid -> process -> contact -> footer","HeroBlock;ProcessBlock;ContactBlock;FooterBlock","GalleryGridBlock","headline,subheadline,gallery_images,project_categories,contact_info,copyright_text","Grelha masonry de alta resolução com lightbox interativo","Galeria visual de projetos com filtros por categoria","Demonstra a excelência técnica através do trabalho visualmente concluído.","blocked_by_node_registry"
"TPL-144","6","Estética Avançada e Spas","Estética Calculadora Interativa de Cotação","tpl-estetica-simulador-calculadora-cotacao","Landing de Cotação","Estimativa Interativa em Tempo Real pelo Cliente","Clientes que desejam calcular o investimento aproximado","Enviar Resultado da Simulação","hero -> interactive_calculator -> form -> faq -> footer","HeroBlock;FormBlock;FaqBlock;FooterBlock","CalculatorBlock","headline,subheadline,calculator_fields,form_fields,faq_items,copyright_text","Sliders e seletores interativos com valor total calculado em tempo real","Calculadora interativa com controles deslizantes e resultado estimado","Engaja o utilizador permitindo simular o valor exato da sua necessidade.","blocked_by_node_registry"
"TPL-145","6","Estética Avançada e Spas","Estética Agendador com Calendário Ao Vivo","tpl-estetica-calendario-agendamento-online","Landing de Marcações","Reserva Direta de Data e Horário em Agenda Integrada","Clientes que preferem selecionar o dia e hora no momento","Confirmar Data e Horário","hero -> booking_calendar -> testimonials -> footer","HeroBlock;TestimonialsBlock;FooterBlock","BookingCalendarBlock","headline,subheadline,available_slots,testimonials_list,copyright_text","Calendário interativo com escolha de horário em tempo real","Widget de calendário mensal com seleção de slots de horário","Elimina trocas de mensagens agendando a reunião/consulta diretamente.","blocked_by_node_registry"
"TPL-146","6","Estética Avançada e Spas","Estética Comparativo de Soluções B2B","tpl-estetica-tabela-comparativa-recursos","Produto / Demo / Trial","Demonstração de Superioridade em Relação a Alternativas","Compradores B2B comparando concorrentes e funcionalidades","Escolher a Solução Líder","hero -> comparison_table -> benefits -> form -> footer","HeroBlock;BenefitsBlock;FormBlock;FooterBlock","ComparisonTableBlock","headline,subheadline,comparison_matrix,benefits_items,form_fields,copyright_text","Tabela comparativa com marcas de verificação (checkmarks) e destaques","Tabela comparativa matricial com a empresa destacada na 1ª coluna","Prova a vantagem competitiva de forma transparente através de matriz de recursos.","blocked_by_node_registry"
"TPL-147","6","Estética Avançada e Spas","Estética Catálogo Filtrável de Soluções","tpl-estetica-catalogo-com-filtros-avancados","Website/Portfólio","Navegação por Granularidade de Nichos e Equipamentos","Clientes B2B buscando especificações técnicas detalhadas","Solicitar Ficha Técnica e Cotação","hero -> filtered_catalog -> contact -> footer","HeroBlock;ContactBlock;FooterBlock","FilteredCatalogBlock","headline,subheadline,catalog_items,filter_categories,contact_info,copyright_text","Filtros por categoria no topo e cartões com badges técnicos","Barra de filtros de produtos e grelha de resultados organizados","Facilita a busca em inventários extensos de serviços ou equipamentos.","blocked_by_node_registry"
